code,name,department_id
54099,BOCHALEMA,18
54109,BUCARASICA,18
54125,CÁCOTA,18
54128,CÁCHIRA,18
54172,CHINÁCOTA,18
54174,CHITAGÁ,18
54206,CONVENCIÓN,18
54223,CUCUTILLA,18
54239,DURANIA,18
54245,EL CARMEN,18
54250,EL TARRA,18
54261,EL ZULIA,18
54313,GRAMALOTE,18
54344,HACARÍ,18
54347,HERRÁN,18
54377,LABATECA,18
54385,LA ESPERANZA,18
54398,LA PLAYA,18
54405,LOS PATIOS,18
54418,LOURDES,18
54480,MUTISCUA,18
54498,OCAÑA,18
54518,PAMPLONA,18
54520,PAMPLONITA,18
54553,PUERTO SANTANDER,18
54599,RAGONVALIA,18
54660,SALAZAR,18
54670,SAN CALIXTO,18
54673,SAN CAYETANO,18
54680,SANTIAGO,18
54720,SARDINATA,18
54743,SILOS,18
54800,TEORAMA,18
54810,TIBÚ,18
54820,TOLEDO,18
54871,VILLA CARO,18
54874,VILLA DEL ROSARIO,18
63001,ARMENIA,19
63111,BUENAVISTA,19
63130,CALARCÁ,19
63190,CIRCASIA,19
63212,CÓRDOBA,19
63272,FILANDIA,19
63302,GÉNOVA,19
63401,LA TEBAIDA,19
63470,MONTENEGRO,19
63548,PIJAO,19
63594,QUIMBAYA,19
63690,SALENTO,19
66001,PEREIRA,20
66045,APÍA,20
66075,BALBOA,20
66088,BELÉN DE UMBRÍA,20
66170,DOSQUEBRADAS,20
66318,GUÁTICA,20
66383,LA CELIA,20
66400,LA VIRGINIA,20
66440,MARSELLA,20
66456,MISTRATÓ,20
66572,PUEBLO RICO,20
66594,QUINCHÍA,20
66682,SANTA ROSA DE CABAL,20
66687,SANTUARIO,20
68001,BUCARAMANGA,21
68013,AGUADA,21
68020,ALBANIA,21
68051,ARATOCA,21
68077,BARBOSA,21
68079,BARICHARA,21
68081,BARRANCABERMEJA,21
68092,BETULIA,21
68101,BOLÍVAR,21
68121,CABRERA,21
68132,CALIFORNIA,21
68147,CAPITANEJO,21
68152,CARCASÍ,21
68160,CEPITÁ,21
68162,CERRITO,21
68167,CHARALÁ,21
68169,CHARTA,21
68176,CHIMA,21
68179,CHIPATÁ,21
68190,CIMITARRA,21
68207,CONCEPCIÓN,21
68209,CONFINES,21
68211,CONTRATACIÓN,21
68217,COROMORO,21
68229,CURITÍ,21
68235,EL CARMEN DE CHUCURÍ,21
68245,EL GUACAMAYO,21
68250,EL PEÑÓN,21
68255,EL PLAYÓN,21
68264,ENCINO,21
68266,ENCISO,21
68271,FLORIÁN,21
68276,FLORIDABLANCA,21
68296,GALÁN,21
68298,GÁMBITA,21
68307,GIRÓN,21
68318,GUACA,21
68320,GUADALUPE,21
68322,GUAPOTÁ,21
68324,GUAVATÁ,21
68327,GÜEPSA,21
68344,HATO,21
68368,JESÚS MARÍA,21
68370,JORDÁN,21
68377,LA BELLEZA,21
